sim,C390,C814,ratio,C814_gt_C390
354,0.11945385139953087,0.12182778075320619,1.0198731922484054,True
355,0.25265078026820814,0.25879827521772736,1.0243319848171186,True
356,0.2559652008748794,0.26239553341706273,1.0251219014155233,True
357,0.07857325672036385,0.07983827398624228,1.0160998451468104,True
358,0.1593739413361902,0.16233714681783445,1.018592785349981,True
359,0.0804643166850981,0.08791966263336888,1.092654064005138,True
360,0.2176046951688281,0.2331688438795632,1.071524875410706,True
361,0.14036436643110486,0.1568283837351464,1.1172948499868918,True
362,0.2675555053959801,0.28274644736808763,1.0567767871179665,True
363,0.15096944327466627,0.15841918082848738,1.0493459960653588,True
364,0.22099772881497387,0.23378646112689644,1.0578681617249999,True
365,0.20996558899977497,0.21469403500587025,1.0225200997392976,True
366,0.27966135476610954,0.2891622163849302,1.0339727368723026,True
367,0.19491956690569479,0.2143470070212784,1.0996690092430943,True
368,0.17738793823119212,0.19416244280859318,1.0945639525700932,True
369,0.07359772372661272,0.09021690041683614,1.2258110149161308,True
370,0.14516928366689044,0.15264345550739575,1.0514859042609574,True
371,0.24898686508045523,0.2558994639087027,1.0277629055894728,True
372,0.10620588416211169,0.11916692674326856,1.122036953822382,True
373,0.16505583721227862,0.17718304626660336,1.0734733727637147,True
374,0.16470221460975507,0.1836925382080715,1.1153009608481104,True
375,0.24126101765454563,0.2594049357706443,1.0752045162226678,True
376,0.28738108034320375,0.3042104308800988,1.058561094268268,True
377,0.0960873597859591,0.10053451024970296,1.0462823671464194,True
378,0.1828639262721143,0.19224239121665004,1.051286577597486,True
379,0.17957012825621596,0.18294676820601938,1.018804018143739,True
380,0.08359424997458947,0.08862462079668454,1.0601760387063006,True
381,0.253497904424209,0.2602433309877982,1.0266093977341182,True
382,0.1413513536378047,0.14475788341062343,1.024099732228582,True
383,0.22078169749052046,0.23580810535383825,1.0680600250569365,True
384,0.24656842271088666,0.2792532884564763,1.1325590089202713,True
385,0.12741988974685328,0.13148162460029097,1.0318767726255862,True
386,0.15241764260519183,0.16719752926344383,1.0969696578796748,True
387,0.13707798577678146,0.1472123541398117,1.0739314070425072,True
388,0.2406435267952531,0.2690563134282588,1.1180700225407691,True
389,0.30294495840164753,0.3201495851304763,1.0567912627415925,True
390,0.19279313566125716,0.20065834107916503,1.0407960863903747,True
391,0.19272815013932504,0.2023201434787275,1.0497695501797133,True
392,0.30540123253706164,0.29977583968351984,0.9815803203974983,False
393,0.25662239447727997,0.26095162925085186,1.016870058368796,True
394,0.13679755788694922,0.14062260654337994,1.0279613811497408,True
395,0.19472451511515898,0.2157446861510387,1.10794825203929,True
396,0.1688731466464433,0.1755214592445825,1.0393686783847185,True
397,0.24651068783312052,0.28669682331726964,1.1630198505281597,True
398,0.18263243897690373,0.1829122314520286,1.0015319976927004,True
399,0.23851945432293292,0.2451267049595486,1.0277010974026046,True
400,0.18897585669923378,0.20626904652056333,1.0915100485500255,True
401,0.11918190714600727,0.13321978816420618,1.117785336334662,True
402,0.09996386062576287,0.1043743866243849,1.0441212051136544,True
403,0.28807146048840854,0.3088810844609935,1.0722377146882356,True
404,0.10628485672590789,0.11908208479998023,1.1204049990590326,True
405,0.13236073936168508,0.13092049028085584,0.9891187591745491,False
406,0.14534528912555253,0.1561574245952772,1.074389307935429,True
407,0.2520837737159653,0.26512417276430955,1.0517304182499168,True
408,0.13098488783887097,0.14307457047808658,1.0922983012673,True
409,0.25136052818727667,0.27563281905956805,1.0965636532009801,True
410,0.24479235291958476,0.259349374975525,1.0594668170076469,True
411,0.2941905505262088,0.28914372171965325,0.9828450342897539,False
412,0.25275299083402836,0.27562356986776715,1.0904858888445632,True
413,0.12269281539858871,0.13107203514751498,1.0682942984208563,True
414,0.11833079895046306,0.12184461606988974,1.029694865162684,True
415,0.15924967586493377,0.1698153163071954,1.0663463858552704,True
416,0.3386945436285147,0.3502178531770652,1.0340227197790037,True
417,0.2976302563972488,0.2967006279891303,0.9968765661819082,False
418,0.11293935979666195,0.11722869310328718,1.0379790828843711,True
419,0.2578904332055577,0.29010437845860126,1.1249133007867984,True
420,0.22490951971133227,0.2271674673400009,1.0100393599682516,True
421,0.2107686352368747,0.2277782216424719,1.0807026452796489,True
422,0.1146141517543598,0.11363167868987593,0.9914279951520342,False
423,0.21471284669087665,0.21269333868027726,0.9905943773662184,False
424,0.2323379878949928,0.2384773775194171,1.0264243900881118,True
425,0.15556879304447283,0.17547910014317117,1.127983940153129,True
426,0.26761483471052494,0.28285822061672766,1.0569601678572538,True
427,0.2142798290662536,0.20496312450673376,0.9565208512620235,False
428,0.1691554957036854,0.179259611427385,1.05973270736293,True
429,0.2312044704985732,0.23902510543443836,1.0338256216196884,True
430,0.2685901582174316,0.27684513054147103,1.0307344557180564,True
431,0.2688075243237227,0.30387121172736614,1.1304416142809177,True
432,0.2679661375129469,0.2760731688935754,1.0302539397547454,True
433,0.11511420775746092,0.11725079105753855,1.0185605525303991,True
434,0.26767238193408627,0.2583935564986845,0.9653351407853252,False
435,0.19153352982515842,0.2079229113097497,1.0855692551562763,True
436,0.15358960134751407,0.17259943857058652,1.123770340285346,True
437,0.1688767300688185,0.18725490575534307,1.108825980222588,True
438,0.08719071298836843,0.09604014071971403,1.1014950724456876,True
439,0.3178705127590352,0.33063156698703083,1.0401454482746226,True
440,0.14765785914346793,0.15527114397992145,1.0515603089508176,True
441,0.22642458014836658,0.22497491557627047,0.9935975830400294,False
442,0.22287530494234756,0.2291147636962536,1.027995289812481,True
443,0.1178801204068623,0.12422861397116049,1.053855506275243,True
444,0.29077117740213276,0.3160083181482433,1.0867938183268004,True
445,0.27914837988969765,0.28929909918238655,1.0363631674907081,True
446,0.24702888546448903,0.2409380009212287,0.9753434318751524,False
447,0.23663030906143678,0.2443628844676667,1.0326778739245204,True
448,0.1420339136468628,0.1457664248178453,1.0262790137590843,True
449,0.3847202476043314,0.4177152832244223,1.0857637096709942,True
